100	1	100	234998684	1	76	0	0	1	0.00000	1	0	1	0	0	0	0	0
2000	1	100	234998684	1	76	0	0	1	0.00000	1	0	100	0	0	0	0	0
100	1	2000	234998684	1	76	0	0	1	0.00000	1	0	100	0	0	0	0	0
2000	1	2000	234998684	1	76	0	0	1	0.00000	1	0	1	0	0	0	0	0
100	1	100	234998684	1	76	0	0	1	0.99999	1	0	100	0	0	0	0	0
2000	1	100	234998684	1	76	0	0	1	0.99999	1	0	1	0	0	0	0	0
100	1	2000	234998684	1	76	0	0	1	0.99999	1	0	1	0	0	0	0	0
2000	1	2000	234998684	1	76	0	0	1	0.99999	1	0	100	0	0	0	0	0
100	1	100	234998684	1	76	0	0	1	0.00000	100	0	100	0	0	0	0	0
2000	1	100	234998684	1	76	0	0	1	0.00000	100	0	1	0	0	0	0	0
100	1	2000	234998684	1	76	0	0	1	0.00000	100	0	1	0	0	0	0	0
2000	1	2000	234998684	1	76	0	0	1	0.00000	100	0	100	0	0	0	0	0
100	1	100	234998684	1	76	0	0	1	0.99999	100	0	1	0	0	0	0	0
2000	1	100	234998684	1	76	0	0	1	0.99999	100	0	100	0	0	0	0	0
100	1	2000	234998684	1	76	0	0	1	0.99999	100	0	100	0	0	0	0	0
2000	1	2000	234998684	1	76	0	0	1	0.99999	100	0	1	0	0	0	0	0
100	1	100	234998684	1	76	0	0	1	0.00000	1	1	100	0	0	0	0	0
2000	1	100	234998684	1	76	0	0	1	0.00000	1	1	1	0	0	0	0	0
100	1	2000	234998684	1	76	0	0	1	0.00000	1	1	1	0	0	0	0	0
2000	1	2000	234998684	1	76	0	0	1	0.00000	1	1	100	0	0	0	0	0
100	1	100	234998684	1	76	0	0	1	0.99999	1	1	1	0	0	0	0	0
2000	1	100	234998684	1	76	0	0	1	0.99999	1	1	100	0	0	0	0	0
100	1	2000	234998684	1	76	0	0	1	0.99999	1	1	100	0	0	0	0	0
2000	1	2000	234998684	1	76	0	0	1	0.99999	1	1	1	0	0	0	0	0
100	1	100	234998684	1	76	0	0	1	0.00000	100	1	1	0	0	0	0	0
2000	1	100	234998684	1	76	0	0	1	0.00000	100	1	100	0	0	0	0	0
100	1	2000	234998684	1	76	0	0	1	0.00000	100	1	100	0	0	0	0	0
2000	1	2000	234998684	1	76	0	0	1	0.00000	100	1	1	0	0	0	0	0
100	1	100	234998684	1	76	0	0	1	0.99999	100	1	100	0	0	0	0	0
2000	1	100	234998684	1	76	0	0	1	0.99999	100	1	1	0	0	0	0	0
100	1	2000	234998684	1	76	0	0	1	0.99999	100	1	1	0	0	0	0	0
2000	1	2000	234998684	1	76	0	0	1	0.99999	100	1	100	0	0	0	0	0
100	1	100	234998684	1	76	0	1	1	0	0	0	1	1	100.00000	1	1	100
2000	1	100	234998684	1	76	0	1	1	0	0	0	0	0	0.00001	1	0	100
100	1	2000	234998684	1	76	0	1	1	0	0	0	0	0	0.00001	1	1	0
2000	1	2000	234998684	1	76	0	1	1	0	0	0	1	1	100.00000	1	0	0
100	1	100	234998684	1	76	0	1	1	1	0	0	0	0	100.00000	1	0	0
2000	1	100	234998684	1	76	0	1	1	1	0	0	1	1	0.00001	1	1	0
100	1	2000	234998684	1	76	0	1	1	1	0	0	1	1	0.00001	1	0	100
2000	1	2000	234998684	1	76	0	1	1	1	0	0	0	0	100.00000	1	1	100
100	1	100	234998684	1	76	0	1	1	0	1	0	0	1	0.00001	1	0	0
2000	1	100	234998684	1	76	0	1	1	0	1	0	1	0	100.00000	1	1	0
100	1	2000	234998684	1	76	0	1	1	0	1	0	1	0	100.00000	1	0	100
2000	1	2000	234998684	1	76	0	1	1	0	1	0	0	1	0.00001	1	1	100
100	1	100	234998684	1	76	0	1	1	1	1	0	1	0	0.00001	1	1	100
2000	1	100	234998684	1	76	0	1	1	1	1	0	0	1	100.00000	1	0	100
100	1	2000	234998684	1	76	0	1	1	1	1	0	0	1	100.00000	1	1	0
2000	1	2000	234998684	1	76	0	1	1	1	1	0	1	0	0.00001	1	0	0
100	1	100	234998684	1	76	0	1	1	0	0	99	1	0	0.00001	1	0	0
2000	1	100	234998684	1	76	0	1	1	0	0	99	0	1	100.00000	1	1	0
100	1	2000	234998684	1	76	0	1	1	0	0	99	0	1	100.00000	1	0	100
2000	1	2000	234998684	1	76	0	1	1	0	0	99	1	0	0.00001	1	1	100
100	1	100	234998684	1	76	0	1	1	1	0	99	0	1	0.00001	1	1	100
2000	1	100	234998684	1	76	0	1	1	1	0	99	1	0	100.00000	1	0	100
100	1	2000	234998684	1	76	0	1	1	1	0	99	1	0	100.00000	1	1	0
2000	1	2000	234998684	1	76	0	1	1	1	0	99	0	1	0.00001	1	0	0
100	1	100	234998684	1	76	0	1	1	0	1	99	0	0	100.00000	1	1	100
2000	1	100	234998684	1	76	0	1	1	0	1	99	1	1	0.00001	1	0	100
100	1	2000	234998684	1	76	0	1	1	0	1	99	1	1	0.00001	1	1	0
2000	1	2000	234998684	1	76	0	1	1	0	1	99	0	0	100.00000	1	0	0
100	1	100	234998684	1	76	0	1	1	1	1	99	1	1	100.00000	1	0	0
2000	1	100	234998684	1	76	0	1	1	1	1	99	0	0	0.00001	1	1	0
100	1	2000	234998684	1	76	0	1	1	1	1	99	0	0	0.00001	1	0	100
2000	1	2000	234998684	1	76	0	1	1	1	1	99	1	1	100.00000	1	1	100
100	1	100	234998684	1	76	0	1	1	0	0	0	1	1	100.00000	1	1	2000
2000	1	100	234998684	1	76	0	1	1	0	0	0	0	0	0.00001	1	0	2000
100	1	2000	234998684	1	76	0	1	1	0	0	0	0	0	0.00001	1	1	0
2000	1	2000	234998684	1	76	0	1	1	0	0	0	1	1	100.00000	1	0	0
100	1	100	234998684	1	76	0	1	1	1	0	0	0	0	100.00000	1	0	0
2000	1	100	234998684	1	76	0	1	1	1	0	0	1	1	0.00001	1	1	0
100	1	2000	234998684	1	76	0	1	1	1	0	0	1	1	0.00001	1	0	2000
2000	1	2000	234998684	1	76	0	1	1	1	0	0	0	0	100.00000	1	1	2000
100	1	100	234998684	1	76	0	1	1	0	1	0	0	1	0.00001	1	0	0
2000	1	100	234998684	1	76	0	1	1	0	1	0	1	0	100.00000	1	1	0
100	1	2000	234998684	1	76	0	1	1	0	1	0	1	0	100.00000	1	0	2000
2000	1	2000	234998684	1	76	0	1	1	0	1	0	0	1	0.00001	1	1	2000
100	1	100	234998684	1	76	0	1	1	1	1	0	1	0	0.00001	1	1	2000
2000	1	100	234998684	1	76	0	1	1	1	1	0	0	1	100.00000	1	0	2000
100	1	2000	234998684	1	76	0	1	1	1	1	0	0	1	100.00000	1	1	0
2000	1	2000	234998684	1	76	0	1	1	1	1	0	1	0	0.00001	1	0	0
100	1	100	234998684	1	76	0	1	1	0	0	1999	1	0	0.00001	1	0	0
2000	1	100	234998684	1	76	0	1	1	0	0	1999	0	1	100.00000	1	1	0
100	1	2000	234998684	1	76	0	1	1	0	0	1999	0	1	100.00000	1	0	2000
2000	1	2000	234998684	1	76	0	1	1	0	0	1999	1	0	0.00001	1	1	2000
100	1	100	234998684	1	76	0	1	1	1	0	1999	0	1	0.00001	1	1	2000
2000	1	100	234998684	1	76	0	1	1	1	0	1999	1	0	100.00000	1	0	2000
100	1	2000	234998684	1	76	0	1	1	1	0	1999	1	0	100.00000	1	1	0
2000	1	2000	234998684	1	76	0	1	1	1	0	1999	0	1	0.00001	1	0	0
100	1	100	234998684	1	76	0	1	1	0	1	1999	0	0	100.00000	1	1	2000
2000	1	100	234998684	1	76	0	1	1	0	1	1999	1	1	0.00001	1	0	2000
100	1	2000	234998684	1	76	0	1	1	0	1	1999	1	1	0.00001	1	1	0
2000	1	2000	234998684	1	76	0	1	1	0	1	1999	0	0	100.00000	1	0	0
100	1	100	234998684	1	76	0	1	1	1	1	1999	1	1	100.00000	1	0	0
2000	1	100	234998684	1	76	0	1	1	1	1	1999	0	0	0.00001	1	1	0
100	1	2000	234998684	1	76	0	1	1	1	1	1999	0	0	0.00001	1	0	2000
2000	1	2000	234998684	1	76	0	1	1	1	1	1999	1	1	100.00000	1	1	2000
100	1	100	234998684	1	76	0	2	1	0	0	0.5	0.5	1.0	0	0	0	0
2000	1	100	234998684	1	76	0	2	1	0	0	0.5	0.00001	0.5	0	0	0	0
100	1	2000	234998684	1	76	0	2	1	0	0	0.5	0.00001	0.5	0	0	0	0
2000	1	2000	234998684	1	76	0	2	1	0	0	0.5	0.5	1.0	0	0	0	0
100	1	100	234998684	1	76	0	2	1	1	0	0.5	0.00001	1.0	0	0	0	0
2000	1	100	234998684	1	76	0	2	1	1	0	0.5	0.5	0.5	0	0	0	0
100	1	2000	234998684	1	76	0	2	1	1	0	0.5	0.5	0.5	0	0	0	0
2000	1	2000	234998684	1	76	0	2	1	1	0	0.5	0.00001	1.0	0	0	0	0
100	1	100	234998684	1	76	0	2	1	0	1	0.5	0.00001	0.5	0	0	0	0
2000	1	100	234998684	1	76	0	2	1	0	1	0.5	0.5	1.0	0	0	0	0
100	1	2000	234998684	1	76	0	2	1	0	1	0.5	0.5	1.0	0	0	0	0
2000	1	2000	234998684	1	76	0	2	1	0	1	0.5	0.00001	0.5	0	0	0	0
100	1	100	234998684	1	76	0	2	1	1	1	0.5	0.5	0.5	0	0	0	0
2000	1	100	234998684	1	76	0	2	1	1	1	0.5	0.00001	1.0	0	0	0	0
100	1	2000	234998684	1	76	0	2	1	1	1	0.5	0.00001	1.0	0	0	0	0
2000	1	2000	234998684	1	76	0	2	1	1	1	0.5	0.5	0.5	0	0	0	0
100	1	100	234998684	1	76	0	2	1	0	0	1.0	0.5	0.5	0	0	0	0
2000	1	100	234998684	1	76	0	2	1	0	0	1.0	0.00001	1.0	0	0	0	0
100	1	2000	234998684	1	76	0	2	1	0	0	1.0	0.00001	1.0	0	0	0	0
2000	1	2000	234998684	1	76	0	2	1	0	0	1.0	0.5	0.5	0	0	0	0
100	1	100	234998684	1	76	0	2	1	1	0	1.0	0.00001	0.5	0	0	0	0
2000	1	100	234998684	1	76	0	2	1	1	0	1.0	0.5	1.0	0	0	0	0
100	1	2000	234998684	1	76	0	2	1	1	0	1.0	0.5	1.0	0	0	0	0
2000	1	2000	234998684	1	76	0	2	1	1	0	1.0	0.00001	0.5	0	0	0	0
100	1	100	234998684	1	76	0	2	1	0	1	1.0	0.00001	1.0	0	0	0	0
2000	1	100	234998684	1	76	0	2	1	0	1	1.0	0.5	0.5	0	0	0	0
100	1	2000	234998684	1	76	0	2	1	0	1	1.0	0.5	0.5	0	0	0	0
2000	1	2000	234998684	1	76	0	2	1	0	1	1.0	0.00001	1.0	0	0	0	0
100	1	100	234998684	1	76	0	2	1	1	1	1.0	0.5	1.0	0	0	0	0
2000	1	100	234998684	1	76	0	2	1	1	1	1.0	0.00001	0.5	0	0	0	0
100	1	2000	234998684	1	76	0	2	1	1	1	1.0	0.00001	0.5	0	0	0	0
2000	1	2000	234998684	1	76	0	2	1	1	1	1.0	0.5	1.0	0	0	0	0
234	1	0	234998684	1	77	0	0	0	0	0	0	0	0	0	0	0	0
24	1	5	234998684	1	76	0	0	0	0	0	0	0	0	0	0	0	0
24	1	5	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	66	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	67	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	68	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	69	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	70	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	71	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	72	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	73	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	74	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	75	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	76	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	77	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	78	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	66	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	67	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	68	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	69	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	70	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	71	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	72	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	73	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	74	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	75	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	76	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	77	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	78	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	65	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	66	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	67	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	68	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	69	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	70	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	71	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	72	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	73	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	74	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	75	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	76	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	77	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	78	0	0	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	65	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	66	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	67	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	68	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	69	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	70	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	71	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	72	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	73	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	74	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	75	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	76	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	77	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	78	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	65	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	66	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	67	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	68	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	69	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	70	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	71	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	72	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	73	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	74	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	75	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	76	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	77	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	78	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	65	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	66	0	1	0	0	0	0	0	0	0	0	0	0
100	1	500	234998684	1	67	0	1	0	0	0	0	0	0	0	0	0	0
