20191111_055657_20191111_060152_295686_727.000000_245515.595543_54.510340_-43.896460_49.030229_5.724928_0.000000,0,49,49,0,240,1.91720691242905,291.336008653552,918.571990978756,6392.19253407323,187655.500513351,28990.6474660344,0.236672712966393,989.022404069711,2.69373213577678e-07,1.00323139026721,0.899638608109147,0.238337797756227,0.0256641518246735,0.867167758140011,21.2816253255721,25.334389894046,0.768256503587136,25.47092981886,31.6621769831218,0.954004752531301,0.420696611467827,0.774636229966527,0.893450980727098,0.545058826879445
20191111_055657_20191111_061303_966476_693.000000_512985.652534_54.244897_-44.901250_47.880952_2.374482_0.000000,0,29,29,0,793,7.68218969909247,291.336091717426,921.044667477163,5545.50766307262,177720.750496351,25136.5800305085,0.291936928279495,1180.53155489564,3.91825726647209e-08,1.39660474559792,0.354274413890646,0.884899358753046,0.258521554304523,0.109369634314071,19.2515149861008,32.1979898135057,31.7321728738291,29.3863543620859,34.3165794000393,0.994079054000886,0.929070158201914,0.831011461881619,0.34890540721214,0.497711932985892
20191111_055657_20191111_062325_1587910_730.000000_76165.874429_54.351471_-45.062088_47.795238_3.461837_0.027803,0,28,28,0,1295,4.18839196680751,291.336046330085,997.036509521679,4331.78072716858,117004.003618317,17696.8973796672,0.383385915682224,1145.29508027278,3.30441445007878e-07,1.20495718184949,0.0272096423894456,0.986301779293425,0.752321700670775,0.938861784174885,0.903935680156477,34.5224269602534,37.5275098712044,26.7246550044927,16.287486374305,0.509719074735472,0.680585820363103,0.516058725929725,0.954316727115019,0.717364405585545
20191111_055657_20191111_064521_2904262_640.000000_67491.487130_54.487775_-43.183595_49.711785_3.461596_0.089845,0,68,68,0,2360,6.11543528398126,291.336086838601,1149.88570003213,3047.04169696501,128766.609514002,12955.2037528393,0.354750486062265,1320.46215370874,4.77086702391011e-07,1.25576986322069,0.743082669905049,0.530364883129322,0.728429491170974,0.922299874192636,31.3965394759017,3.73608285942334,30.8331411617644,39.8123818345797,14.2188968847604,0.554163959214445,0.887105595562292,0.939672476300453,0.781508842180962,0.838509145912333
20191111_055657_20191111_081341_8204080_660.000000_66148.692474_54.588807_-42.834874_50.114030_2.439312_0.101200,0,81,81,0,6763,7.35703570076954,291.336046117305,844.69970476111,4622.67903297187,182912.701084886,15865.0880873734,0.358894881930121,1061.98288606376,2.39335656450634e-07,1.21761032394497,0.122979214213708,0.16603363009374,0.585645277582862,0.102081250404628,30.9352547789666,14.3581453329531,38.560625334969,13.3421432390787,13.7959831845687,0.620688261656877,0.93131957480154,0.620077547829733,0.675240418027359,0.597577749424255
20191111_055657_20191111_084634_10177439_680.000000_535472.779171_54.571964_-42.781389_50.156251_2.909133_0.000000,0,86,86,0,8402,7.81536008361379,291.336067822431,792.867383923699,6905.66882756607,135177.775065361,25548.8387027471,0.114622157126414,1157.4183146428,2.16896310482615e-07,1.21713226625083,0.976650888105691,0.321897570354377,0.149595322589446,0.387884588303135,34.2293271466933,16.3261186448214,34.0888403724618,27.5372390292279,39.200493232721,0.996186713959105,0.709382213883917,0.515978512045255,0.711447677710419,0.755837147412758
20191111_055657_20191111_085753_10856451_689.000000_515399.762141_54.565352_-42.923401_50.013336_3.975515_0.000000,0,78,78,0,8925,6.67862768598121,291.336060170182,763.378831667151,4445.67154452981,166119.413897209,24566.3924849373,0.202417042522468,684.296501893464,2.75942543113143e-07,1.36021780095362,0.851222982418854,0.482699118124023,0.842054716701669,0.795271482766437,11.3087339914531,25.615773851625,34.9998130985893,22.441292241489,39.8887362897491,0.942933420193836,0.944296613039857,0.731023326366151,0.842619250840851,0.994511219840301
20191111_055657_20191111_090105_11048481_672.000000_70305.738362_54.411909_-43.917442_48.947568_2.434369_0.083231,0,46,46,0,9080,6.38269839981722,291.336099940702,867.210819624489,6511.20913499813,99911.6929746222,4545.58662294853,0.374122933679099,887.099319440704,3.78583638963455e-07,1.3256804927789,0.176728662738782,0.768918914820573,0.780005226676288,0.45101000810329,9.52399790239564,23.826033102617,17.8650325189575,20.5394774441554,34.913874579897,0.695309239740904,0.720489072119692,0.5476117246748,0.368169844335971,0.569023326040363
20191111_055657_20191111_090445_11267959_706.000000_595725.955530_54.634321_-42.593764_50.377033_3.163196_0.000000,0,96,96,0,9254,6.06969171515406,291.336057382519,1087.99784822156,5599.74159543612,192150.779533255,24772.42461189,0.29672710165608,608.296263003585,2.59067286325064e-07,1.32140832511945,0.84241703257174,0.097464161550026,0.629349277036673,0.120914537753379,29.0887804134108,39.4378265010973,27.6590495652169,36.0436713481273,35.0631828928416,0.902903454900538,0.873984434461348,0.829678922752447,0.917802006907941,0.722471031365844
20191111_055657_20191111_092004_12187466_781.000000_219664.444248_54.632388_-43.275827_49.710489_12.064710_0.000000,0,67,67,0,10001,2.52322898317438,291.336040037373,836.268474246196,6162.79350774953,170337.549934031,12555.1993815708,0.392252875702407,1274.26559017438,5.51280107144546e-07,1.44957076561918,0.950882598612929,0.991789302450933,0.443051652041553,0.02756258744653,29.2317298285752,28.2818604314902,11.526414218006,26.7185200231631,23.1137425344025,0.996585422588003,0.346847958652522,0.265132954485625,0.875641548400161,0.922376929478543
20191111_055657_20191111_092116_12259201_706.000000_289050.381001_54.633494_-42.839715_50.136222_4.443199_0.000000,0,83,83,0,10069,7.28582157336615,291.336085275968,893.736220398294,4776.24360842676,97073.9666503958,23225.9244550637,0.203660721749,1146.38919447228,5.75160374793373e-08,1.49071568252316,0.751424028907593,0.647372998033957,0.594417029938824,0.433201874598533,27.5299404613517,21.4276721389143,2.62082721627889,17.4631694622446,30.7388363667764,0.921965375526373,0.9493913747554,0.888370288737435,0.546383705422296,0.682707127458327
20191111_055657_20191111_093312_12975563_655.000000_71866.874352_54.334750_-44.241109_48.582767_2.465255_0.062053,0,43,43,0,10606,5.89713704953675,291.336074828551,750.845342330451,4552.81056407875,75627.7603748599,10814.8215397605,0.357397033349947,1121.57129293861,9.19830292794389e-07,1.14354943454461,0.434613916308768,0.671829117492235,0.645367616657075,0.822606226421791,16.7173859429552,29.172278284196,27.3547715203583,16.3800081384972,16.6468643617226,0.915039215889547,0.752813906796313,0.669718440420822,0.66008118850787,0.593669678095539
