20191202_232154_20191203_000139_2384457_1675.000000_15952.199326_40.549560_-73.947605_5.622242_8.796834_1.115799,1,60,42,0,647,4.52409994406179,291.336048524163,1041.66137615198,6737.22505891689,157376.260636638,21665.998248809,0.154497911284736,1481.99167712964,2.76889150363952e-07,0.784804311082727,0.0556163972053894,0.0547584912426837,0.236292204553016,0.904437725240698,0.0605404758592271,0.792654494931487,0.329428497242962,0.165280610221417,0.163641555983114,0.421114028689967,0.0227176957142832,33.4699329042552,26.0404226452044,26.4016975720179,25.5827450571386,23.5853149886981,27.0279509589029,0.769635639298097,0.730610367545242,0.89873261442434,0.541512848637418,0.217324607409114,0.488104280629711,0.81274813110493,0.410621599437076,13.1896352601112,6.05500223202533,36.8552218449678,39.4808253998255,36.8917294775706,32.265119738185,25.4981590928122,18.087320597746,42.3928826809617,38.3233118730893,13.8520006035824,50.6784911294387,51.0810932883494,3.30723902864493,0.660187890801411,0.633521852107427,0.318383932099729,0.441435491154977,0.625284503862688,0.797294024465786,0.962528193845433
20191202_232154_20191203_002135_3580167_1553.000000_14941.812638_40.852501_-75.090629_4.716568_26.446250_1.191219,1,56,197,0,955,7.45717949712549,291.336085342011,810.270865865014,6360.2654613027,190624.90661554,20265.7225811437,0.144951553897938,569.67187029968,4.2466866645658e-07,0.532074568168066,0.269728571938612,0.884622538140879,0.374577195029834,0.417529973313913,0.571069060123708,0.462899371945072,0.532427780399468,0.733784291107955,0.592480264034495,0.421531726593307,0.0722610998698558,4.72657716265744,37.0885048356978,32.8498985447661,17.8978891048026,11.1935620099529,22.2407239704126,12.8904376307519,0.936642993188589,0.865531430511372,0.767332974851843,0.662322658510749,0.496170063317928,0.242902901163254,0.316907719859781,14.0516381465009,10.7632358130764,13.1269387885131,22.2585529074534,22.1789903254416,14.3574615252609,30.0350686231925,47.6834200370487,36.1211123979475,51.2677754501846,20.9606967673535,53.7219229442942,56.9883746502754,26.0649446384115,0.961114842879301,0.50439618472113,0.744523273078874,0.583111184423165,0.488426655468499,0.548182938043946,0.22373414348481
20191202_232154_20191203_005047_5332556_1454.000000_9690.661611_44.585648_-67.235612_16.967036_6.436818_1.993320,1,69,62,0,1423,5.31062965270772,291.336068343975,884.194528757422,5735.41291468272,149364.780972259,29161.4526161859,0.275701810199855,677.138010375668,8.51905099070589e-07,0.537388883436621,0.288826893843087,0.92463160580804,0.362167481155594,0.572099059294207,0.0965064389214462,0.00641403794116243,0.788340629282861,0.209004392116478,0.492299846636935,0.648822535322789,0.200773603664448,19.1442721043221,23.5659616985699,11.3730164322574,5.9102630714561,15.8479982058343,27.9526234334083,21.4755749707872,0.88531139545004,0.595947016489377,0.769661364260889,0.849814081664692,0.406663183931963,0.736145010421211,0.662030908497573,2.64505257224733,1.9403353905038,35.9463651552344,10.086532872997,36.4750364988359,29.176035623074,42.0015134119242,77.2384990677511,9.03379633119831,39.9886989988452,45.6945557066132,28.0939886376035,16.0206054303121,81.5988393270692,0.407905402768359,0.689804145194072,0.401680369773058,0.475771148556145,0.725119073629958,0.25854398571801,0.261689104236917
20191202_232154_20191203_011400_6725692_1436.000000_9790.620349_42.824660_-73.854989_8.489245_23.954703_2.004748,1,32,10,0,1821,3.58801981720934,291.336046517814,857.245250642615,3201.37439702049,90067.7508232716,28502.2568312565,0.358009936071635,1095.96949014257,3.12780858475594e-07,0.796888411441238,0.756436058570407,0.309686633140596,0.295467488059083,0.974163724575479,0.595910472749868,0.1748449124964,0.400374421139611,0.987175404801204,0.551370946148723,0.810901555717574,0.28140883270359,20.6059533723449,27.0002522202185,18.6455296782854,13.9545629139079,28.2252033967517,28.7849064169164,36.8400614630691,0.846975003402967,0.899388586801,0.897522324385547,0.950816633085546,0.984690084888495,0.452234122142006,0.764621719947519,13.9408708295325,9.59108108847149,2.72607524272055,39.7329710911625,20.4672457790693,4.69434581547417,24.6382730310832,48.2615070865788,18.2545638871546,10.132640722233,23.3507191507913,68.6137652652673,75.3623807809159,24.3436209996925,0.848842550949209,0.249399632018148,0.617597815441613,0.418573969089034,0.600727831812853,0.626207096339225,0.654099871160143
20191202_232154_20191203_015536_9221405_1322.000000_9781.122114_45.274437_-70.580412_14.551208_6.358431_1.983078,1,68,66,0,2538,6.50683580760107,291.33608053455,816.547872872485,6621.6981561188,198630.551766898,29256.6622444502,0.253220353459534,973.115414944692,1.67890643665326e-07,0.584368653163355,0.560818924381838,0.667633389637112,0.212008406152585,0.717790464340574,0.0348822087185511,0.0668326813424018,0.395990714291942,0.341725584088961,0.988310604939213,0.779871657504479,0.876478632731401,37.7637591007059,21.4607919664626,12.1561848267955,22.7926525047033,34.5384014038957,25.7180980326614,39.4883332833548,0.96484316564983,0.598402908845866,0.921817002597073,0.750046395909774,0.834063351315073,0.497492997118176,0.430258039358297,18.0817403838314,2.60656346542229,31.272138171066,23.7965391674063,4.58936763180901,20.3054393093637,39.8570390751562,52.1190714753139,16.7024857605309,32.455876047757,11.0267377435014,36.9959506069926,38.9452166864997,86.9157078836988,0.89503740687718,0.387038474478545,0.712614830759009,0.305239626479346,0.589620464812666,0.345822784592644,0.94507714353683
20191202_232154_20191203_024007_11892351_1474.000000_31934.970222_37.135595_-74.060396_5.782847_11.888160_1.118107,1,48,75,0,3317,2.66451485305167,291.336048066337,771.630717081382,5463.06413758535,187776.004526926,21762.7283259085,0.293203264574903,1034.3421808117,5.33346217624399e-07,0.742603025539013,0.415500772913137,0.239975216783767,0.435536471448979,0.911372490980778,0.533520299201297,0.875467105201928,0.695816985247953,0.0826842083279107,0.748356240989891,0.456320415374058,0.301522186829011,16.265420845189,28.8546100752215,30.9580403190343,39.6270755959648,25.6633150784969,1.67185704286891,23.752051292046,0.923920074628718,0.791492247051789,0.857393819780577,0.475703893720378,0.921691737993811,0.598561331854423,0.650289472307476,13.4612095564127,5.81372629761374,11.5142578673324,35.5693153908555,2.37530879680903,32.6192114382846,33.7821627260481,1.6707084668014,0.444341594735646,41.5437007299641,42.0888145462529,5.15261747435462,66.0756414030567,9.04996229845775,0.228532982757675,0.690275580051994,0.362541077080236,0.449899326380126,0.934656206785568,0.812516710561292,0.434588077047547
20191202_232154_20191203_031435_13960220_1179.000000_9915.609689_44.895780_-67.606919_16.890457_6.784326_3.709753,1,78,93,0,3954,4.94152194017979,291.336067912528,819.855673784425,5735.13108925227,110169.186123443,25973.8232588729,0.129828829965865,1015.5798976156,1.04121232194813e-07,0.249353135470119,0.495121743237943,0.438571281497744,0.247227487937709,0.749008490821559,0.352179777243054,0.00500149324167442,0.0519280083631677,0.139691299034591,0.985876824975856,0.790645775148655,0.427698342041268,25.6462341470542,39.3919890004609,3.80047669092988,29.2860382429715,29.3232496267819,6.5890059520596,11.5797882134465,0.997421198639184,0.840188492070147,0.726538031250893,0.568483315154937,0.999952078788066,0.991815224518023,0.422712409817852,32.7423465832619,28.3807614080704,24.5847168017917,27.6273779441583,24.6602308843467,0.630122530922521,22.8107424648213,41.7297717723181,47.295991739939,82.8465798669195,31.7992831181783,69.8475386023439,3.95087208306412,12.3318535540816,0.638784840737211,0.378205063626013,0.595913983840783,0.387890298993273,0.550423397684982,0.561874880839832,0.441595800633105
20191202_232154_20191203_042418_18143708_1220.000000_9882.360151_44.995693_-66.286304_18.379513_12.689894_3.617586,1,35,106,0,5196,2.82009567491574,291.336012854123,869.252187468591,5901.86688228577,152877.828988001,15387.5092130904,0.394212019534696,1486.2614894396,5.17749074172919e-07,0.284654839545171,0.110538694597309,0.999167329072218,0.944638152208865,0.63210392713034,0.0301529707801556,0.498469647089212,0.392020962471438,0.922611825580136,0.287277453120273,0.555546344262963,0.537647697331764,2.19096913464986,37.9197716966038,16.7943576261034,17.6053625667009,0.180442561561783,37.9475477794782,16.735182609134,0.976820080560263,0.994575933662247,0.807416710078991,0.451928727434945,0.996456028153933,0.71896833273248,0.394987564257866,28.3327167112778,43.4823469902515,10.066892141424,17.179869535909,29.2420115486852,11.5269541518376,34.9897763407455,60.5393885249665,81.0315814273628,17.5182471448221,34.5010016378452,62.1359131982746,47.7941292815448,37.8741878629479,0.441374196138742,0.76480613298582,0.989137664058979,0.884667759491013,0.795568560469942,0.572944381468022,0.266382910045102
20191202_232154_20191203_070009_27494317_1374.000000_9984.703804_44.750338_-69.311469_15.028704_6.861031_3.560726,1,70,84,0,8028,1.61896911256035,291.33609468816,833.548609718786,4463.46925881999,155529.024535527,27694.4837514155,0.388301114711192,869.602076474245,2.44400119632589e-07,0.770666785007354,0.964323293236787,0.477952945847452,0.757399380235598,0.897452037995903,0.927796037854994,0.940935799873502,0.860695389072483,0.468055420050158,0.00851317854542827,0.96989421371715,0.983786072862187,26.2310145615551,25.9685748918976,24.2376405285152,17.8345522842854,35.4005130072525,19.0644687408708,6.53085884009629,0.607812443934539,0.790778084117269,0.667777823375033,0.71042053867153,0.613245624411567,0.779924675443032,0.596580142797685,8.13565809530768,21.8611627344194,6.75037009516391,21.4176323462862,16.8692430869492,14.4732015685443,13.883038622404,30.1339074047404,62.5972167072151,56.2774378715099,36.1491492497176,11.8098078141081,62.3610656145469,7.30694955487428,0.34799799546315,0.272952654791898,0.277437982871438,0.594800747544145,0.901005531226543,0.264890812431185,0.40396108832843
20191202_232154_20191203_082630_32675421_1582.000000_16171.593104_40.786438_-75.195033_4.533057_12.511153_1.088723,1,51,72,0,9570,4.95251924962756,291.336072704391,761.634773322477,6446.39495961595,77871.9897854693,20175.1485507139,0.359281982376165,1167.86901144878,3.31249213416192e-07,0.615126583738,0.774078237725344,0.44243707411004,0.973960130683789,0.0571357706524739,0.140888572853524,0.522369430976214,0.767626351332978,0.705713306659345,0.543099671904595,0.130914428429973,0.935088346904808,14.3801354970468,31.3313212238812,6.71015619605762,27.4516664722589,13.3250258412046,0.100985310748357,25.9174427319287,0.938346345269088,0.793556496698354,0.862579683244829,0.605589625542804,0.632063593335548,0.988667577111159,0.783765867977112,18.114130030415,22.5858540548389,17.0804459109542,20.1571583910958,12.9826507966802,39.5777044791046,26.8628539967741,44.0970226418023,24.3569254061702,14.8890391735474,15.2136264925447,52.0889462490291,37.0185287216353,5.84091000877911,0.30036870051588,0.334188498185713,0.508477137699108,0.272406423524756,0.92911005916343,0.295787404035812,0.730887166122292
