20191202_201709_20191203_003854_15705173_779.000000_92904.014990_54.620931_-43.582586_49.405138_6.841745_0.004017,1,47,47,0,12807,4.11257197261024,291.336021469052,1018.86272982683,5819.07996104249,102399.388122095,5283.29096514917,0.398831724798359,795.488117837751,6.14860164939451e-07,0.01555032894981,0.48782709608552,0.174107186431033,0.0317980025073517,0.201971337618608,0.0486817545090181,30.5207931557051,23.2860362838139,36.5106281303754,0.166773467589469,19.3683250316645,33.7429817355539,37.0559097916699,0.572415918193994,0.700654165391178,0.283884104300876,0.654098513356776,0.985821451005991,0.40244416189089,0.408826915944551
20191202_201709_20191203_010858_17509157_703.000000_93898.344572_54.289875_-45.041833_47.773892_4.565431_0.001446,1,21,21,0,14087,3.35084061998121,291.33604321611,1099.89814663128,5368.34210466856,104520.722647884,24978.1233632791,0.347785718819226,971.836662031046,3.75832139906411e-07,0.533200301422939,0.908412713666715,0.113998878859352,0.879570553902627,0.603065126237936,0.24017502802278,23.401198389775,35.3127347731964,18.8445120587067,25.9338004846231,15.9532315498843,12.3806003721984,15.1468856184719,0.827928108919634,0.893695661528413,0.985745846420506,0.234513357113381,0.753906339727254,0.829796092714055,0.476943101460826
20191202_201709_20191203_021626_21557233_678.000000_521412.436200_54.730889_-41.749882_51.259679_2.933402_0.000000,1,86,86,0,16898,5.66097689868102,291.336029607602,812.535199065168,6226.58938790143,91405.7240181025,29550.7350346818,0.154118836887486,1362.85727953443,1.07253584380911e-07,0.643009752732207,0.61554472554229,0.741060966931486,0.784016433588324,0.0433642971512435,0.970822796820755,32.0854117958779,38.5449503214306,32.7438796958317,6.24014978717359,18.1319508066131,19.4117106308337,38.8403964463772,0.969757706736696,0.999421707481997,0.949198285007367,0.498266126554953,0.830991916010508,0.936559931571248,0.567152665837932
20191202_201709_20191203_022142_21873118_689.000000_173099.962625_54.804052_-41.603054_51.445258_3.953061_0.000001,1,95,95,0,17108,6.45076124963544,291.336092072572,810.594265134288,5215.64768975879,113442.316756404,27889.3495783527,0.287116335498832,784.367501434855,1.01393720818826e-07,0.207126890204188,0.96244367197818,0.371327585552019,0.159848093074644,0.214494604709038,0.935419360934656,17.400518811023,21.4000992151421,32.3457283866996,22.8905101760541,18.5714884985197,25.2647334506355,13.2657823066387,0.871214235020553,0.897255842820845,0.880768498812009,0.482379128597953,0.362858195892524,0.314291014416759,0.967031264172302
20191202_201709_20191203_023029_22400233_852.000000_101587.941962_54.548693_-45.117608_47.874556_6.215286_0.000514,1,22,22,0,17497,2.13157604916548,291.336030029248,1096.07591747325,6269.60877354932,149671.923925988,18684.9880731241,0.396166218512192,1169.08406474902,7.71680707539611e-07,0.045178937772597,0.857764375626884,0.730353367383996,0.0665648714531153,0.199227469335566,0.549647123094657,30.8062854505668,26.4941802671048,26.0079949978473,11.1393777202158,31.6364822648691,39.3734635631285,32.7917390172092,0.814017694073232,0.684128429652672,0.33671980241973,0.848218111514629,0.512516218411426,0.442088876448268,0.390906188292901
20191202_201709_20191203_023952_22963150_683.000000_71688.261978_54.328601_-44.406838_48.417145_5.153306_0.022586,1,28,28,0,17933,5.49615225766409,291.336071954703,1128.45362599142,4335.27992878217,93132.4935795583,5261.06325516294,0.389548629399664,1470.00147737085,7.78100004065701e-07,0.320074573934677,0.711526821638148,0.416851752356259,0.184621314528964,0.0903556512527098,0.939940250649546,4.22392076087694,26.5420808058139,2.83165007018891,22.9385295023863,34.0246386522822,37.0952846453362,5.05117940912174,0.552220089440684,0.748754041916544,0.791096991002969,0.767661410101471,0.669653595297025,0.919593704937277,0.649195218013126
20191202_201709_20191203_024223_23114297_731.000000_313637.611494_54.804212_-42.110062_50.949913_4.186609_0.000000,1,76,76,0,18069,6.90999883202169,291.336063859125,1141.4636295424,4911.99603816558,87022.300387221,28911.5331082492,0.151264890864278,1242.60805218586,1.66996618456239e-07,0.43163670209675,0.555382317606136,0.219978618253274,0.667633092566164,0.591749050842734,0.800331562150926,16.6520470113415,30.5138165807315,39.5087147302378,10.7142069034864,18.1155809952631,16.1055394066509,36.2680829717023,0.981771244401127,0.709379266194606,0.971222568583026,0.660062630108978,0.657491288117676,0.566982490668211,0.885491362589473
20191202_201709_20191203_025149_23680560_845.000000_123168.538364_54.952738_-42.197020_50.953354_7.926502_0.000014,1,78,78,0,18540,5.47815493871846,291.336005979492,1037.80461064669,3299.54165575109,129126.203780292,18505.850767563,0.38979664220893,1004.0192379212,1.3493023820026e-07,0.999371665993771,0.315036228429523,0.572943276928293,0.258427900136051,0.00593103369061675,0.503148164086058,26.3403447110205,38.6982439244247,25.6740547135245,15.6604878596712,28.7485470139864,31.8315864035305,17.8442106311495,0.847996768040296,0.600520892276472,0.619565868691018,0.582592660749126,0.966605276454982,0.282193534754428,0.3233946918234
20191202_201709_20191203_033619_26350781_684.000000_80187.990615_54.336797_-44.341830_48.485799_3.844550_0.018580,1,31,31,0,20724,2.18584103977751,291.33604472603,759.224998436562,6067.18039700299,91432.2864071054,1551.67155403786,0.375381382289565,533.669177673433,8.18574213059057e-07,0.407301523644306,0.788890791829514,0.919914898042061,0.708771043061829,0.73749806074414,0.616481364417573,32.9748045561403,14.2167373509087,33.825163480464,9.2335693610185,20.5394979325641,20.1169894829078,32.5134836732267,0.97269975636246,0.585253140259607,0.760073399189267,0.983146821488013,0.207167855511517,0.727992170159576,0.421246489852731
20191202_201709_20191203_034615_26946884_634.000000_310519.044635_54.635105_-42.156711_50.805570_3.263126_0.000000,1,73,73,0,21217,4.19519677590722,291.336080952643,786.921002756469,6948.8316917651,153256.407515564,29207.5685769556,0.147969808415524,833.637398420615,9.40683975354759e-07,0.793860685239352,0.2163217045179,0.496308723496248,0.183337218167867,0.118922496597952,0.216652127408876,17.4296053523353,27.8367949676755,20.2182146090827,37.4205984559457,19.0665659296208,12.4643624193596,29.9460231206743,0.954731404589005,0.719075922088759,0.935446894956809,0.796200278235928,0.833046686051993,0.784570668300846,0.430695992720575
20191202_201709_20191203_043941_30152738_722.000000_45968.103927_54.860502_-41.600578_51.479928_2.864428_0.660019,1,98,98,0,23873,4.28747041300911,291.33606909094,882.025274120103,6611.71168674446,120436.142811109,3075.03811626615,0.39619128156983,704.465206222616,4.91610241504749e-07,0.134938355606169,0.2324547076003,0.0620913785288265,0.123455692997711,0.194348666393613,0.144790120040615,31.3260643929372,34.7105521542122,7.70506449537011,4.31665804881394,33.8203607057677,11.2099080989009,10.177440918467,0.474266102233861,0.66832314745756,0.751549009547939,0.510191367906416,0.41928901119605,0.399304861216209,0.915444699819981
20191202_201709_20191203_044701_30592283_703.000000_81226.587804_54.501873_-43.708432_49.207934_4.223501_0.016944,1,43,43,0,24244,2.00665644369275,291.336015969486,789.198536889383,3409.38897053426,151359.309306716,3758.31583568119,0.378117597061958,580.818050302185,7.89174358926079e-07,0.581695123884995,0.626090886297685,0.0280962541681119,0.0363172312004063,0.615622101202374,0.969610150050628,20.4834539053275,35.6880715194347,8.73488994519736,0.308080586923181,3.71261851121528,26.3661716898176,19.5501648820607,0.467264520739659,0.734943767393162,0.611610384417658,0.957422168489329,0.963302306717012,0.426287404714111,0.913105165887859
20191202_201709_20191203_044937_30748480_739.000000_66710.129287_54.898232_-41.619872_51.482749_2.246224_0.177092,1,99,99,0,24387,4.11222919214438,291.336077780434,871.21062877672,3079.33662700225,91373.6630004519,10563.8042223384,0.375395699916009,1153.57500181596,1.52515918800612e-07,0.930323632739643,0.828469103523164,0.373465213838997,0.843657590927614,0.744082045894216,0.157626152832103,7.60648592207156,21.7162285054596,19.5416861423128,22.8566676582806,20.7717928974216,39.8014225827413,24.6790133120313,0.708591710846391,0.5815657073094,0.984093798069424,0.334332471666997,0.561897810061567,0.401446641545454,0.454654479783025
20191202_201709_20191203_045031_30802160_700.000000_60820.915866_54.827398_-41.581639_51.479524_2.835090_0.282519,1,97,97,0,24424,6.08857250646313,291.336032311914,1052.40682961973,5667.70404395766,132990.064434637,8326.66910607628,0.395177137238707,682.471750083671,7.06559797406515e-07,0.261534453133417,0.5220851558312,0.243464429124347,0.0401632076365799,0.312738849706826,0.721250281139194,11.9432118881664,22.9584086668113,38.7664941706804,0.389012103499372,27.9451379439255,18.2451142972536,28.9749013846844,0.933923798208228,0.644470800133569,0.325353500197989,0.956341943454721,0.925835511684524,0.474602988151838,0.394020703721011
20191202_201709_20191203_045703_31193935_790.000000_65028.360550_54.917470_-42.176576_50.952150_4.609953_0.050331,1,77,77,0,24740,2.01166571187456,291.336011397032,802.294710590847,3795.28682060078,192702.327508715,20969.7730671081,0.397204083125822,1300.73759811679,1.642688319444e-07,0.317235481344386,0.165502979110364,0.832865495154204,0.223089028622962,0.45565248230036,0.210834866065834,22.7293609845835,35.5421968926367,16.312919328014,27.4808648516726,25.8712596440713,17.1214749830715,0.960566152106726,0.57434061744773,0.859773426398943,0.793704158403948,0.267990953751134,0.538308727911391,0.38509630463815,0.842919077236545
20191202_201709_20191203_050518_31688981_723.000000_60877.578833_53.924630_-47.086388_45.540523_3.644992_0.107277,1,4,4,0,25160,7.3775419446221,291.33608607636,821.763966993902,6703.74672381631,128338.929941938,11517.3357372517,0.396379666244621,732.767180806788,5.86142247819631e-07,0.114580990320862,0.656674893831603,0.371694003110708,0.495166936928446,0.269835328505485,0.479510935829676,0.809989057024914,39.8449325345106,3.11899671432936,3.42444567224773,0.0441606239066306,33.5132461695548,28.9040670691388,0.60088850182597,0.847044911186514,0.466180353150774,0.808313980115247,0.974831554253807,0.269340642357265,0.992690349834473
20191202_201709_20191203_055956_34967074_677.000000_449570.702801_54.643521_-42.413300_50.559053_3.084259_0.000000,1,68,68,0,27953,5.78189273989981,291.336066918813,1007.97521777461,5851.22122873112,84436.887429784,29366.9019866922,0.232846875568124,1177.7470169443,7.7448374831524e-07,0.882537719283579,0.536501547551491,0.144762404647618,0.346628851230706,0.665647455454074,0.603949277502585,24.4224315916958,39.9905044592018,39.614964560855,34.512771862602,9.47791761326985,34.9709480663623,35.1599965536763,0.97609877210834,0.851903806963865,0.626547107725101,0.925415245240125,0.614187351183252,0.715523747464377,0.787706829340861
20191202_201709_20191203_060514_35285626_740.000000_242450.618940_54.807246_-41.975942_51.082571_8.125261_0.000000,1,82,82,0,28217,5.034781717604,291.336012902425,947.701829146134,6916.15756278735,108383.755559627,23325.5064722074,0.342163653595177,772.887252319041,1.64855836782812e-07,0.496753970016889,0.885372486877291,0.807861190811754,0.840473555007251,0.840066219932685,0.379204914589072,26.7347977513145,24.4478493821135,31.6239663082414,3.13053730748873,11.012002327841,30.2492116645843,27.9993773969835,0.733582888131395,0.844051047488128,0.469005715028803,0.318955627751286,0.337474239565965,0.538487489610826,0.854341458323913
20191202_201709_20191203_061428_35839354_671.000000_61968.160184_54.144961_-45.529255_47.203349_2.467855_0.103054,1,14,14,0,28681,4.42827927852299,291.336001316898,992.617899107724,4385.15151739016,80081.083676143,21280.9023710687,0.377396831813209,1448.17520739939,4.98133517670761e-08,0.255907195407968,0.575355808507752,0.53820730610446,0.124766555508353,0.694636184366601,0.334392942345144,20.7928227972702,17.4753294754674,25.9577342883896,16.297647863154,11.7097901411171,38.1481078918228,5.01194102840276,0.774433011572616,0.962033458742292,0.72086002176325,0.806366964398576,0.699440573490623,0.700145960639176,0.61602764628799
20191202_201709_20191203_061623_35954178_804.000000_213122.305906_54.673312_-43.197286_49.812195_13.696851_0.000000,1,50,50,0,28785,7.83542652364338,291.33603941698,889.240844265473,5899.70571216756,89471.1287305722,7472.0056522781,0.376950793230472,958.437302808635,5.03394902625477e-07,0.310224166310558,0.265113861433433,0.644807074637675,0.613341434872216,0.804441816596392,0.383598636929644,10.6365477911268,39.9587320371153,37.09121398133,29.5579441563451,21.2930865611856,12.6566731536029,37.9339007362661,0.726949186315052,0.760100398161774,0.809430367873611,0.292971419989483,0.268136061979747,0.45037519746273,0.511308505136915
20191202_201709_20191203_062107_36238568_747.000000_70023.751635_54.228441_-45.867272_46.932611_3.950512_0.028306,1,11,11,0,29031,3.15462315491798,291.336017050113,965.247070377624,6026.1569922241,134518.868556991,17478.389134476,0.387326925616225,865.238746419609,4.91543227299089e-07,0.811301202901309,0.441188494352402,0.0635188715381875,0.0764492396776741,0.209751093750109,0.593629124601564,38.5248096714934,23.3893615980825,1.51579857134054,9.85682657026118,39.7441314948902,6.42295514008359,25.2531099014255,0.617302787633366,0.796625106607812,0.864792264946942,0.921716275247029,0.706403884274578,0.466043844587765,0.775280589003435
20191202_201709_20191203_064641_37772445_807.000000_367921.462947_54.222790_-45.953714_46.845196_19.335685_0.000000,1,10,10,0,30348,7.48247460505476,291.336064068225,837.159316820211,6106.81061508077,193516.482177368,29139.4383170125,0.36936627039163,877.032737474381,3.0069794375041e-07,0.640854092016958,0.907984825860724,0.678852417843363,0.336822129287488,0.258986173939584,0.529815982635618,37.0315364113867,7.26567903230279,35.8497327357973,11.5528246428126,35.2282095015253,35.6083637013773,27.930210592227,0.997595546079799,0.867892338784905,0.553091029455519,0.347476778134262,0.711677066178175,0.915423719626261,0.711350714505457
20191202_201709_20191203_075516_41887715_675.000000_64589.514187_54.411190_-43.977159_48.888847_3.792608_0.067357,1,37,37,0,33856,2.82503376259024,291.336069785007,891.356670684635,4255.56711117485,109069.252643749,13597.1159168125,0.388272958381226,1082.83972774418,6.43722949689716e-07,0.926941923907109,0.832289468329974,0.263323682133733,0.183597346335805,0.719522861791848,0.452764754546656,13.6871022215555,19.7350322949799,22.7960214632858,16.0269311864401,37.2304788539169,31.4075584237262,8.55098837505702,0.928511336093638,0.852831050775658,0.474718448656557,0.783780981247324,0.253821487404574,0.833563912811889,0.919418690925527
20191202_201709_20191203_082836_43887525_793.000000_71270.467601_54.856014_-42.596200_50.507895_6.372968_0.019616,1,65,65,0,35526,3.74314972147874,291.336052369204,1059.07178999757,3674.05424877524,135043.546603152,15798.4349788283,0.398545965483024,713.190393368393,4.08936688200964e-07,0.125405165461393,0.677837736524854,0.0970779685267142,0.00374929257027031,0.344452355336189,0.308351543031647,14.358165694602,30.2291421392321,11.6070307887918,2.71683038866435,28.3215447574093,27.0654911757184,7.57655527874591,0.849303622470951,0.636389729198566,0.487320970062603,0.890027950989091,0.841633623654446,0.735282368636276,0.772356764983781
20191202_201709_20191203_084102_44633194_696.000000_70270.861513_54.664985_-42.704911_50.286775_3.992061_0.104273,1,60,60,0,36163,3.14156354096775,291.336068844422,884.668323590517,5910.10362460853,75442.988398886,8068.55107938282,0.379774506766239,885.86258387855,3.58337361346441e-07,0.0053414281641022,0.871959012189216,0.104629910516111,0.0319554431864062,0.598981549227899,0.395781554180593,8.97802233227551,19.608327643451,23.0130830016591,9.76067796325808,13.3510028931009,24.5285115911891,22.9095046622669,0.465410488588877,0.612097453723634,0.559690226663435,0.343281294419633,0.46052695312716,0.390623709457561,0.960506400298289
20191202_201709_20191203_085022_45192947_621.000000_58087.346753_54.657576_-41.877903_51.092166_2.441237_0.185317,1,83,83,0,36613,5.49073666961451,291.336023633426,987.95450847315,5926.04790483697,114185.856611173,13577.6771906508,0.38161504074468,643.013906912787,9.38568857061392e-07,0.807163694196676,0.89019605364181,0.0746552215670452,0.285081399933527,0.966164951291503,0.52998623088222,28.858124466984,22.7090606082553,9.38385456038336,27.4236645316413,19.0352014691479,1.80317800691225,30.3657492754071,0.805536403697323,0.809703958018128,0.64401170306029,0.607350239141134,0.730628162445545,0.645029011573916,0.298835876881566
20191202_201709_20191203_091603_46734097_689.000000_73807.741120_54.657567_-42.494914_50.487507_5.816998_0.016020,1,64,64,0,37852,6.23804619216593,291.336068575043,888.206763041389,4551.49387325828,176907.633027894,5072.1946296641,0.39164941610649,1336.26576627711,3.76266653137045e-07,0.170217345868037,0.412107344254304,0.110712863337717,0.823760923098245,0.418971547354702,0.242942688420976,8.58355139001191,34.6873504240389,29.6064541570774,36.1147053532213,19.2897737769479,16.0574193393497,6.81918537283403,0.925422841943716,0.521513163188704,0.82344743174697,0.95170696975343,0.32124976719967,0.928513119335719,0.799458454623858
20191202_201709_20191203_091810_46861577_735.000000_95715.448865_54.758608_-42.533843_50.509764_4.951517_0.000459,1,66,66,0,37973,5.24002657374638,291.33604668564,864.564723427465,6940.25358962625,143366.101133723,26156.4562356041,0.356118994825099,1216.85716206556,8.76507275587945e-08,0.529419750989519,0.631602742418249,0.057873716103786,0.351721118237207,0.388836059734111,0.210336913647065,19.0469663781748,18.0034189887561,8.96498545216217,4.28666972559322,28.731093723837,26.2041486688852,5.28910299108616,0.90850461471908,0.579444184794495,0.481841767220912,0.255041394825541,0.288382119223414,0.396282967913729,0.353929383486267
20191202_201709_20191203_093455_47866470_682.000000_70620.479644_54.470412_-43.576717_49.316779_5.011719_0.026373,1,45,45,0,38689,5.28031780328537,291.336051042781,773.128687854447,4572.49178237984,130585.301389069,3480.43661594047,0.390094512678094,1130.54380510443,9.23948681012946e-07,0.227017386384923,0.827904383279624,0.340715457100471,0.98597506419861,0.56711267471058,0.362153361294991,1.45424659683423,19.1937527508705,27.3321168935059,3.21199892441934,18.2163260330927,37.5361120412435,2.51014967704367,0.930951354912694,0.562086177705938,0.731379306252576,0.962340341459748,0.824035573244497,0.496123942304278,0.819501598603875
20191202_201709_20191203_095027_48798620_756.000000_143467.740782_53.530549_-49.118349_43.288776_13.214044_0.000004,1,1,1,0,39340,2.17293377449887,291.336068726227,1048.84095920372,6531.88708198435,181254.867253061,5599.62469343708,0.396840696479701,663.916420308487,2.91678909212253e-07,0.594129404305871,0.206054621036164,0.21946327032828,0.111027826976474,0.0903599426244494,0.0363799105274242,25.7237427825657,19.9670736667953,18.5769949231355,5.0649725118317,7.36801655189567,24.3353580887076,8.54058283651122,0.836265940537201,0.472348230429169,0.304187511830612,0.871841988842356,0.603405649036902,0.34420656013807,0.4669884508667
20191202_201709_20191203_112148_54278932_660.000000_71877.177993_54.743234_-41.666040_51.348921_3.839016_0.031893,1,90,90,0,43199,3.67171119215154,291.336009717053,1042.85927755441,3585.62769766068,94338.1606294069,8320.39385349068,0.369886224042582,902.725825390908,5.40199614303334e-07,0.74706843386266,0.0394457865300883,0.53624788795335,0.704343226514807,0.0644151861962755,0.938698339357754,7.48809381734046,21.5242470352166,12.5006931437362,34.6768845424239,26.382524621436,15.5003474855723,11.9861393222497,0.918124726212237,0.688750535395552,0.653499521566414,0.56295501289773,0.846555755026987,0.604089218466308,0.700908185887528
20191202_201709_20191203_113612_55143398_731.000000_97645.443618_54.500418_-44.008441_48.915032_3.449916_0.001881,1,38,38,0,43851,2.73940128423289,291.336028384735,800.460920276397,5077.47295334021,133655.985327897,8257.36469838461,0.364328759596542,927.939357252422,8.37752424562742e-07,0.280357575225148,0.921266466105119,0.565636987421551,0.311607387663767,0.146651841619131,0.586577014778612,17.3495351438299,24.4813535501054,21.4761179709952,4.19320097208588,29.4430509284486,32.1527200527251,11.2996690976402,0.655888728914268,0.526420723136598,0.750578329350369,0.664627482678481,0.779583978499276,0.397315392850982,0.445910680080361
20191202_201709_20191203_115424_56235837_631.000000_71034.380953_54.561881_-42.489210_50.436603_2.348279_0.077494,1,62,62,0,44628,5.19549282650237,291.336017543308,1065.50972921954,4074.9915846913,123579.2032032,4624.65331703515,0.347292052936277,962.27280813345,4.77941097251138e-07,0.52609460579797,0.337013789808328,0.423565041840217,0.503018618899344,0.70111312163101,0.503089889663046,25.0194958419043,3.71236640276237,39.9026877780443,8.59783353251512,17.6192175254936,22.787815232421,18.0000182733789,0.911494101738875,0.6805615333187,0.980649634104972,0.912586737928312,0.859469876336779,0.516088088923372,0.552928296379806
20191202_201709_20191203_120922_57133603_704.000000_86256.767297_54.317364_-44.549145_48.271191_8.220936_0.002621,1,25,25,0,45300,6.70234077231776,291.336079098361,887.396226181855,3729.88938956778,163940.853501755,468.192941690601,0.386390744370398,1174.09044240558,4.62753081166492e-07,0.624561400122221,0.232605785553048,0.05236224528565,0.365092803607997,0.168833814306913,0.721196197243245,35.5799036977357,20.3445615178659,16.6847626340809,31.4278111827817,32.4049730202781,16.5973230305307,10.7823098971176,0.744434092926822,0.843772738435336,0.629823279452526,0.673090702387282,0.323019001745952,0.636896963102073,0.893847236859587
20191202_201709_20191203_122852_58302938_713.000000_197399.025232_54.758259_-42.108341_50.924662_5.512743_0.000001,1,75,75,0,46186,5.94095495489053,291.336000888223,1125.78312552451,6114.48518648138,78155.2921869058,24208.9048995653,0.280617263661089,811.244585664748,3.32086129542276e-07,0.502721909386978,0.492459267161302,0.0547094658279512,0.945940432725637,0.0721604904441337,0.446318934203926,23.8278856742935,30.2177314081288,29.8789990205902,23.8855981223761,16.9973016119646,26.5909495602064,5.50139134859185,0.930653075216839,0.859936954056194,0.374261512950691,0.446136509674469,0.416862775425365,0.415544488534735,0.324967770505708
20191202_201709_20191203_123135_58466727_758.000000_178620.682368_53.706014_-48.066643_44.434232_20.868914_0.000001,1,2,2,0,46306,5.54969469954966,291.336001948539,825.069171684222,6384.46166527546,95567.91656375,2676.86184224811,0.393808844165681,1489.4361360136,5.80772760172298e-07,0.531986459976947,0.853791740258049,0.159169349630836,0.574411427403816,0.753978864415763,0.592644737463402,28.2503254138683,12.4431523264589,21.1391074196944,35.547841797649,28.0346677731666,6.20714480412494,12.4107729594984,0.76294698889979,0.883953599310745,0.698704858232368,0.784060194689588,0.257921148403569,0.376426113526672,0.501321095822592
20191202_201709_20191203_143146_65677581_697.000000_114315.816796_54.812376_-41.606771_51.446366_4.461700_0.000027,1,96,96,0,51195,2.209265265915,291.336064748058,812.674204465936,5851.29793525778,121667.688980048,21820.0400035667,0.344740685485661,1217.61824645741,8.08704423964657e-08,0.669072124106109,0.074801394585161,0.35317498447852,0.929656291219613,0.100622651092313,0.197796620961141,18.7823817517456,19.3023256523006,30.8295330921168,25.5748843833383,10.4334945616564,34.1105881819248,6.78006828856378,0.903855827993901,0.675366627272767,0.432976039319885,0.491692129553422,0.284710979098251,0.763377116714404,0.508888575432791
