20191202_232103_20191203_010312_6128557_1340.000000_9970.158946_42.582332_-74.092416_7.954337_49.915894_1.956665,1,35,40,0,1641,3.65625721569833,291.336077150799,1124.36521138402,6434.48252458768,92771.9550310148,20904.1319290772,0.185366666863826,1389.36532975458,5.90842958904665e-07,0.0360455414398559,0.930294702582277,0.872062252364423,0.165665318504126,0.222333008942384,0.200586870764419,0.816838616774202,0.26761865943297,0.773428503448428,0.490651261625011,0.927019015898637,19.0388766198311,28.9464063138134,32.6532816271192,3.26463720502018,31.6755162362647,0.895660950967382,0.797518599333865,0.887865840026951,0.754051750598432,0.780145587914891,0.851503402539098,25.1953848205118,9.5828411302135,7.06075099689556,40.2571873586645,27.5444507189088,2.76987871862673,51.4421044907124,52.0747232795843,85.0376674597147,20.0323562722736,32.6926252326537,0.00353021436895335,0.862946020122503,0.785505457052943,0.766196903877251,0.426623817357131,0.557036555287758,0.509814937981059
20191202_232103_20191203_015319_9136083_1512.000000_9761.109773_41.471701_-73.792301_6.752884_29.345764_2.019155,1,47,28,0,2425,3.60918661682783,291.336073721384,1125.38161861676,4006.4918887932,131848.897743428,12440.0373840258,0.112994183240183,973.577933805971,3.98854179556018e-07,0.911083987011716,0.153320496555353,0.642632916808988,0.324977257840907,0.333685498415481,0.164037341766514,0.0209565742628991,0.164287307638513,0.892046715095693,0.183555094523366,28.00018957057,38.8359427770048,37.9319445506826,38.2771067388658,37.8018980533379,21.2287710464302,0.978250923278187,0.929315637894936,0.932637261989338,0.603480589950495,0.374556469512324,0.857372987647527,38.7248256191545,3.83826594385471,37.9032671929318,20.4655502591536,3.54661473232772,37.6718500192461,54.9357336752519,32.3891302769808,18.4592182992272,3.94558511710234,52.7881116899979,16.2612391013498,0.648525307225527,0.490706645736705,0.227650756051679,0.491914087890497,0.508650811968481,0.386332671100293
20191202_232103_20191203_031058_13795053_1401.000000_9705.242311_41.142925_-74.940771_5.234723_4.750313_2.756599,1,43,0,0,3739,1.91077679351429,291.336027455433,1134.77885433923,6469.78023601464,180531.576411952,25786.4801714539,0.152633109064838,877.862283413729,7.11579138810767e-07,0.852587990693986,0.710174988060257,0.923550694695076,0.87304121407294,0.0549300779962322,0.155739756558044,0.384503243667052,0.726814859671625,0.144798279436173,0.196969620973819,18.905625139921,22.9517449659072,7.78017790784508,23.5292062382101,9.00506288188025,13.1547664042555,0.977702355916186,0.886887728795341,0.760039459588101,0.963568314770488,0.777124009633246,0.440865655457279,28.430164784893,21.5795066932208,13.8298066433391,3.77239840776301,30.0330294730441,31.0176067277113,18.261250122025,44.4774930121546,32.6421098005883,27.7843690746388,61.1826444667729,37.3792615114556,0.971396458551489,0.39902222254337,0.355299115518679,0.826520149215734,0.367381982832828,0.68385505789728
20191202_232103_20191203_031556_14092535_1492.000000_15334.726805_40.818587_-75.775602_4.074944_6.868758_1.234938,1,62,65,0,3825,4.50796267768215,291.336000211487,966.855429820161,5889.89571397559,112163.771186012,22935.1989574178,0.151157845964458,1348.09694489495,9.64270061721709e-07,0.97945938819957,0.129118119863331,0.213808708144421,0.323530707358752,0.258446202050268,0.886709719886836,0.405648652043384,0.129834462521688,0.812347821676956,0.170567285906825,24.807176020835,17.4176214506128,39.830828269585,16.9164251334661,8.83196097108118,17.2304675791504,0.969102195486143,0.991375042125431,0.614998704578724,0.76183375602153,0.781147675423175,0.970840572243934,29.1451164410234,33.3137963833105,4.64696102211144,7.49239196950984,37.7302015972815,37.7033931098212,12.6593368637231,81.9451051203539,21.7425632488238,25.0295013938015,88.2215636423998,25.1120824322421,0.43483736252156,0.579997662188454,0.673566505715057,0.440052460733385,0.870593125734521,0.423861960230792
20191202_232103_20191203_034652_15949108_1210.000000_10957.851328_42.789848_-72.782818_9.352629_11.137210_2.439148,1,6,9,0,4384,5.60681687389975,291.336090578238,817.822462194052,6882.4085864356,151962.870377131,20219.1224669996,0.255134978352387,1490.03409209647,8.00848574288887e-07,0.689767427266847,0.1071618511557,0.544917213023085,0.587809179588921,0.63111749078786,0.828506708789895,0.734102393775515,0.761408614411633,0.802981180189898,0.0364893525902714,16.0085306584724,28.9873030045128,8.23064956618758,23.9309463298701,35.5218803972214,0.845064556448409,0.999346457947573,0.96542192048545,0.731988400349807,0.902006867918501,0.389837099061235,0.791149272074377,44.866925287361,26.0043697248653,20.7989073349421,44.2068074367007,16.8616582639033,20.6913713836517,84.3428287769125,16.731902230096,11.9582284495996,22.2789879729976,60.7151703129041,60.4329185874856,0.64034633411416,0.862992663030784,0.826596611334253,0.866722745090726,0.947802827298639,0.261750795676274
20191202_232103_20191203_051144_21040657_1379.000000_9957.167232_42.928954_-75.286983_7.716995_39.279395_2.645044,1,44,36,0,5957,7.91955027588757,291.336083434229,908.94298068074,6162.26603245947,114047.594696539,28705.942585098,0.361982233275857,920.579380074224,7.44266392742116e-07,0.752152200933943,0.589314916183604,0.39586256430584,0.525083656558315,0.221638883852156,0.188207962439525,0.426213515710514,0.427276991522646,0.734773023712601,0.0304542968980593,36.2190761770278,36.9357061706507,32.4996776431726,25.6968738377026,32.0691562751461,27.2921183236106,0.853464511172998,0.951391913515684,0.324095248838081,0.960171205937575,0.729915123808505,0.666594487694152,20.7953778772619,1.12984317141934,23.1838387125822,37.5330813708435,35.8455427325679,10.9220793043086,49.6834960794344,88.6132415985603,34.0149649136551,28.0122921915576,86.3332054801622,24.3717467960769,0.231161199912021,0.520099088369182,0.705416732854128,0.693277904607169,0.958311706051073,0.338081341049862
20191202_232103_20191203_052033_21569700_1384.000000_9897.899067_41.579489_-73.644269_7.029375_11.235501_2.150105,1,40,5,0,6114,5.45252615818362,291.336070639305,750.068856283718,6757.24134695177,77466.239922795,25893.6058612546,0.102162315526067,543.436699314676,7.48884915952628e-07,0.605335690358477,0.445548517064499,0.203116470134159,0.946437337928268,0.601896631444875,0.249767801667465,0.886370135167486,0.143165865571484,0.382942112743129,0.166965016579181,23.6275440688511,26.862440557595,22.4554059319538,34.3405360654872,31.1355102366921,17.4083231930611,0.712183366684512,0.997637091947363,0.750256436152597,0.518278988655853,0.386932312872498,0.375596899118415,21.2900283974662,5.97510273966841,31.7566003781142,38.225020954859,31.843281281066,39.454043326706,49.0047761960342,54.7958682730346,65.6936010611044,23.1892480527684,4.99579551763584,46.2209401808678,0.719166830709714,0.654950922413174,0.567237160928691,0.51183197816926,0.686406637609229,0.402713750106948
20191202_232103_20191203_064803_26820269_1398.000000_12008.470106_40.952345_-74.053058_5.896332_13.239084_2.061328,1,60,151,0,7748,7.655572959744,291.336060870924,1037.35920362066,4240.52866685409,160531.330098412,22379.895676189,0.338682935554348,515.060058061686,4.83072789746318e-07,0.824588102464,0.634580974312816,0.905777930917705,0.411651904093216,0.690446607497416,0.83600857389535,0.456097415094658,0.251464497167734,0.0678771937497469,0.546083978621947,38.6980644483413,19.8701294751615,12.0537546871342,32.1245584269875,12.8113754114125,26.0137217963453,0.937555071700782,0.984986387768919,0.736357654063555,0.904623864137,0.704171435771564,0.621419110813283,30.2497328856895,15.3418348551221,9.1458199673622,8.56686026264235,4.02703979746314,28.2154143885832,72.308853762021,47.3603484501169,22.9774011790891,29.4797297439889,49.8393529345752,3.33007377328295,0.885744295795521,0.244812770004627,0.604427509492612,0.404667854148292,0.897591521495634,0.863768126961772
20191202_232103_20191203_071326_28343473_1405.000000_28778.008839_36.633560_-76.574749_4.323494_5.098559_1.378521,1,68,85,0,8242,5.1945854161765,291.336096450567,996.834026163298,6838.69823698897,125749.827656606,23033.9764034068,0.393696741135325,670.17023075948,8.4978324728975e-07,0.0414581464636082,0.832459525861126,0.586424164236936,0.576328619907537,0.0666024178376079,0.302721873980769,0.668189315110843,0.209189827868114,0.188369420484253,0.804080420385115,0.108028719593076,23.3634993571292,14.8112001462512,23.2051675737868,15.8225491658057,37.0403828088862,0.89701552360131,0.894144657944319,0.93371629326,0.9720294913837,0.885187697746536,0.259910152199785,8.90007202602627,0.933749489426131,10.8998642828572,4.65135573730516,11.2633875397824,25.9317886012771,39.1083262361813,5.31319350781405,26.1857347428793,22.5847311270975,36.0511796179386,41.5217452089378,0.897745708797222,0.798450821967192,0.756440186693639,0.449325576961599,0.856538265213513,0.289205983421286
20191202_232103_20191203_071443_28420502_1200.000000_9793.748377_42.850981_-76.237656_7.189713_24.505821_3.307343,1,10,38,0,8268,7.99354210724061,291.33606471473,805.743627060479,3836.20375625422,176560.889980674,25119.6060963029,0.250639941658136,1284.21138359125,3.06901094471364e-07,0.417846468998822,0.810351792833787,0.688517547005371,0.353323911305854,0.199800117158313,0.192071503216462,0.00176809355346578,0.563164568351096,0.73688046166863,0.565446124250745,6.37972925095016,15.7574876809427,35.3609959352097,26.1062931827815,30.6967013795449,23.7498267516338,0.982208169212001,0.956000849190223,0.920425782606714,0.894632940748573,0.886396340777712,0.844266550640588,28.0439183952415,39.9460708603371,36.0936380262785,26.7022968255054,22.9012162625243,12.8444787361633,74.3772380805159,70.0714354164579,33.7190250138436,37.2950601432125,68.3774577877619,10.8952294357874,0.448666668284156,0.416249006449619,0.564074709088989,0.683724676314852,0.873288086316217,0.79846240215946
