 # HORUS dC_m Elevon
#
#

3
-0.0135	-0.0111	-0.0103	-0.0104	-0.0106	-0.0133	-0.0111
-0.0123	-0.0103	-0.0099	-0.0103	-0.0104	-0.0149	-0.0109
-0.0104	-0.0092	-0.0091	-0.0094	-0.0097	-0.0159	-0.0104
-0.0084	-0.0077	-0.0084	-0.0087	-0.0087	-0.0157	-0.0097
						
-0.0193	-0.0132	-0.0106	-0.0092	-0.0089	-0.0091	-0.008
-0.0181	-0.0132	-0.0111	-0.0103	-0.0104	-0.0108	-0.0101
-0.0178	-0.0133	-0.0118	-0.0113	-0.0116	-0.0121	-0.0113
-0.0171	-0.0135	-0.0121	-0.012	-0.0123	-0.0135	-0.0123
-0.0159	-0.0132	-0.0123	-0.0123	-0.0127	-0.0149	-0.013
-0.0145	-0.0123	-0.012	-0.0123	-0.0127	-0.0162	-0.0132
-0.013	-0.0113	-0.0115	-0.0118	-0.0121	-0.0176	-0.0128
-0.0103	-0.0099	-0.0103	-0.0109	-0.0113	-0.0174	-0.0121
-0.0074	-0.008	-0.0089	-0.0094	-0.0099	-0.0152	-0.0111
-0.0039	-0.006	-0.007	-0.0084	-0.0086	-0.0118	-0.0097
